"id","category","name","grams","calories","carbs","protein","fat"
9971,"커피","결명자차,결명자차, 결명자차(동서식품㈜)","200","536","103.6","18.2","5.4"
9972,"커피","과일탄산음료,과일탄산음료, 둘리소다(오렌지맛)(롯데칠성㈜)","200","102","25.4","0","0"
9973,"커피","과일탄산음료,과일탄산음료, 람보깜찍이소다(해태제과㈜)","200","90","22.8","0","0"
9974,"커피","과일탄산음료,과일탄산음료, 써핑쿨복숭아/파인애플(남양유업㈜)","200","90","20","2","0"
9975,"커피","과일탄산음료,과일탄산음료, 왕눈이깜찍이소다(해태제과㈜)","200","94","23.6","0","0"
9976,"커피","과일탄산음료,과일탄산음료, 이쁜깜찍이소다(해태제과㈜)","200","94","22.8","0","0"
9977,"커피","과일탄산음료,과일탄산음료, 쿨피스(복숭아맛)(해태유업㈜)","200","80","20","0.2","0.2"
9978,"커피","과일탄산음료,과일탄산음료, 후르츠소다레몬(롯데칠성㈜)","200","98","24.2","0","0"
9979,"커피","과일탄산음료,과일탄산음료, 후르츠소다사과(롯데칠성㈜)","200","98","23","0","0"
9980,"커피","과일탄산음료,과일탄산음료, 후르츠소다오렌지(롯데칠성㈜)","200","110","26.4","0","0"
9981,"커피","과일탄산음료,과일탄산음료, 후르츠소다포도(롯데칠성㈜)","200","90","21.4","0","0"
9982,"커피","기타음료,기타음료, 어린이음료,꾸러기철력(일양약품㈜)","200","100","26","0","0"
9983,"커피","녹차,잎말린것, 다운령(녹차)(동서식품㈜)","200","648","99","47","7.2"
9984,"커피","녹차,잎말린것, 순녹차(동원산업)","200","0","0","0","0"
9985,"커피","녹차,잎말린것, 옥설(녹차)(동서식품㈜)","200","652","101","58.6","1.4"
9986,"커피","도토루 더 브렌디 라떼(서울우유협동조합)","200","112.5","16.67","2.5","3.75"
9987,"커피","도토루 더 브렌디 아메리카노(서울우유협동조합)","200","30","7.5","0","0"
9988,"커피","도토루 더 브렌디 카라멜마끼야또(서울우유협동조합)","200","115.83","18.33","2.5","3.75"
9989,"커피","도토루 더 브렌디 카페모카(서울우유협동조합)","200","115","17.5","2.5","3.83"
9990,"커피","도토루 커피 아메리카노(서울우유협동조합)","200","28.57","7.62","0","0"
9991,"커피","도토루 커피 핫 블렌드(서울우유협동조합)","200","90.48","16.19","1.9","1.81"
9992,"커피","두충차,두충차, 두충차(동원산업)","200","0","0","0","0"
9993,"커피","레쓰비 아이스 커피(롯데칠성)","200","170","34","4","1.4"
9994,"커피","맥스웰하우스 블루엣마일드(동서식품)","200","74.8","15","1","1.2"
9995,"커피","맥스웰하우스 싱글카페 카푸치노(동서식품)","200","92.6","17.2","2.8","1.4"
9996,"커피","맥스웰하우스 싱글카페(동서식품)","200","69.8","16","1","0.2"
9997,"커피","맥스웰하우스 오리지날(동서식품)","200","78.4","15","1","1.6"
9998,"커피","맥심 디카페인 커피믹스 (동서식품)","200","106","20","0.6","2.6"
9999,"커피","맥심 웰빙 1/2 칼로리 모카골드 마일드 커피믹스 (동서식품)","200","50","12.2","0.8","3"
10000,"커피","맥심 티오피 더블랙(동서식품)","200","5.6","1.4","0","0"
10001,"커피","맥심 티오피 마스터라떼(동서식품)","200","78.2","13","1.6","2.2"
10002,"커피","맥심 티오피 스위트 아메리카노(동서식품)","200","35.2","8.8","0","0"
10003,"커피","맥심 티오피 초콜렛모카(동서식품)","200","84.6","14.6","1.6","2.2"
10004,"커피","바리스타 스모키 로스팅 라떼","200","96.52","14.68","2.7","3.08"
10005,"커피","바리스타 시그니처 라떼프레소 (병)","200","103.52","19.04","1.66","2.08"
10006,"커피","바리스타 시그니처 마끼아또 스위트 (병)","200","112.02","21.58","1.66","2.08"
10007,"커피","바바커피 아이스 까페라떼(웅진식품)","200","210","52","4","0"
10008,"커피","바바커피 아이스 아메리카노(웅진식품)","200","110","26","0","0"
10009,"커피","바바커피 아이스 카라멜마끼아또(웅진식품)","200","200","50","2","0"
10010,"커피","보리차,보리차, 보리차(동서식품㈜)","200","684","137.2","25.6","3.6"
10011,"커피","사이다,사이다, 사이다(롯데리아)","200","66","0","0","0"
10012,"커피","사이다,사이다, 스프라이트(McDonald`s)","200","310","16.2","0","0"
10013,"커피","생강차,분말, 생강차믹스(동서식품㈜)","200","778","191.8","1.4","0.6"
10014,"커피","소이 카푸치노","200","110.6","19","3.2","3.2"
10015,"커피","수정과,수정과, 동가수정과(동원산업)","200","96","23.8","0","0"
10016,"커피","쉐이크,쉐이크, 딸기쉐이크(McDonald`s)","200","720","30","5.6","4.6"
10017,"커피","쉐이크,쉐이크, 바닐라쉐이크(McDonald`s)","200","720","29.6","5.6","4.6"
10018,"커피","쉐이크,쉐이크, 바닐라쉐이크(롯데리아)","200","228","0","8","8"
10019,"커피","쉐이크,쉐이크, 초콜릿쉐이크(McDonald`s)","200","720","30","5.6","4.6"
10020,"커피","스타벅스 더블샷 돌체 에스프레소(동서식품)","200","100.5","18","1.5","2.5"
10021,"커피","스타벅스 더블샷 아메리카노(동서식품)","200","20","5","0","0"
10022,"커피","스타벅스 더블샷 에스프레소 마키아또(동서식품)","200","84.5","14","1.5","2.5"
10023,"커피","스타벅스 블랙커피 스윗 다크 블렌드(서울우유협동조합)","200","36.5","8","0","0.5"
10024,"커피","스타벅스 커피 에스프레소(동서식품)","200","104","15","2","4"
10025,"커피","스타벅스 커피 에스프레소(서울우유협동조합)","200","105","15","2","4"
10026,"커피","스페셜티 카페라떼 다크(서울우유협동조합)","200","116.4","16.8","2.4","4.4"
10027,"커피","식혜,식혜, 동가식혜(동원산업)","200","98","24.4","0.2","0"
10028,"커피","식혜,식혜, 엄상궁식혜(해태유업㈜)","200","280","60","0","0"
10029,"커피","쌍화차,분말, 쌍화차(동서식품㈜)","200","766","176.2","11","2"
10030,"커피","쌍화차,분말, 쌍화차믹스(동서식품㈜)","200","802","191.6","2","3"
10031,"커피","아라비카 아이스 라떼(동서식품)","200","178","36","2","2.8"
10032,"커피","아라비카 아이스 블랙(동서식품)","200","8","2","0","0"
10033,"커피","아라비카 아이스 아메리카노(동서식품)","200","96","24","0","0"
10034,"커피","아카페라 그란데 아메리카노(아셉시스글로벌)","200","29.63","7.41","0.37","0"
10035,"커피","아카페라 그란데 오리지널라떼(아셉시스글로벌)","200","85.19","14.81","1.85","2.22"
10036,"커피","아카페라 디블랙 브라질옐로버번(아셉시스글로벌)","200","4.17","0.83","0.25","0"
10037,"커피","아카페라 디블렉 과테말라안티구아(아셉시스글로벌)","200","12.5","2.5","0.25","0"
10038,"커피","아카페라 모카라떼(아셉시스글로벌)","200","116.67","19.17","2.92","3.33"
10039,"커피","아카페라 바닐라라떼(아셉시스글로벌)","200","120.83","20","2.92","3.33"
10040,"커피","아카페라 아메리카노(아셉시스글로벌)","200","29.17","6.67","0.42","0"
10041,"커피","아카페라 카라멜마끼아또(아셉시스글로벌)","200","116.67","19.17","2.92","3.33"
10042,"커피","아카페라 카페라떼(아셉시스글로벌)","200","112.5","17.5","2.92","3.33"
10043,"커피","이온음료,이온음료, 게토레이피치쿨러(제일제당㈜)","200","46","12","0","0"
10044,"커피","이온음료,이온음료, 체인지업(제일제당㈜)","200","132","33.8","0.2","0"
10045,"커피","인삼차,인삼차, 인삼차(동서식품㈜)","150","580.5","142.35","2.25","0.3"
10046,"커피","쵸코렛음료,쵸코렛음료, 내코코아(㈜빙그레)","100","66","10.8","1.8","2"
10047,"커피","쵸코렛음료,쵸코렛음료, 네스퀵딸기맛(한국네슬레)","100","400","99.7","0","0"
10048,"커피","쵸코렛음료,쵸코렛음료, 네스퀵쵸코릿맛(한국네슬레)","100","380","84.8","4","2.8"
10049,"커피","쵸코렛음료,쵸코렛음료, 웨슬리쵸코렛드링크(남양유업㈜)","100","77","12.7","3.1","1.6"
10050,"커피","쵸코렛음료,쵸코렛음료, 핫쵸코(한국네슬레)","100","415","70","11","11"
10051,"커피","카페라떼 마일드 카페라떼 (캔)","200","77.36","14.36","1.44","1.44"
10052,"커피","카페라떼 모카라떼","200","115.28","17.3","3.84","3.46"
10053,"커피","카페리얼 헤이즐넛향(쟈뎅)","200","90","22","0","0"
10054,"커피","칸타타 아이스 아메리카노(롯데칠성)","200","100","26","2","0"
10055,"커피","칸타타 아이스 카라멜마키아토(롯데칠성)","200","220","44","6","2"
10056,"커피","칸타타 아이스 헤이즐넛향(롯데칠성)","200","120","28","0","0"
10057,"커피","커피,분말,인스턴트, 네스카페클래식(한국네슬레)","200","560","104.8","29.4","2"
10058,"커피","커피,분말,인스턴트, 맥스웰화인(동서식품㈜)","200","712","133.8","41","1.4"
10059,"커피","커피,분말,인스턴트, 맥심(동서식품㈜)","200","706","137","37.6","0.8"
10060,"커피","커피,분말,인스턴트, 테이스터스쵸이스(한국네슬레)","200","560","105.8","29","2"
10061,"커피","커피,여과액, 커피(롯데리아)","200","64","0","2","2"
10062,"커피","커피,원두, 원두커피(한국네슬레)","200","900","126.4","28","30.8"
10063,"커피","커피,캔, 맥스웰캔커피오리지날(동서식품㈜)","200","82","17.4","1","1"
10064,"커피","커피,캔, 맥스웰캔커피카페오레(동서식품㈜)","200","80","15.4","1.6","1.4"
10065,"커피","커피,커피믹스, 네스카페카페라떼(한국네슬레)","200","850","134","18","26"
10066,"커피","커피,커피믹스, 네스카페클래식커피믹스(한국네슬레)","200","870","156.6","5.8","24"
10067,"커피","커피,커피믹스, 맥스웰커피믹스(동서식품㈜)","200","854","165","8.2","18"
10068,"커피","커피,커피믹스, 맥스웰하우스커피믹스(동서식품㈜)","200","864","161","9","22.8"
10069,"커피","커피,커피믹스, 맥심디카페인커피믹스(동서식품㈜)","200","858","147.2","6.2","28"
10070,"커피","커피,커피믹스, 맥심커피믹스(동서식품㈜)","200","864","161.2","9.2","21.6"
10071,"커피","커피,커피믹스, 카푸치노500(해태제과㈜)","200","558","54.6","3","36.4"
10072,"커피","커피,커피믹스, 테이스터스쵸이스디카페인커피믹(한국네슬레)","200","802","145.6","6.4","29.2"
10073,"커피","커피,커피믹스, 테이스터스쵸이스커피믹스(한국네슬레)","200","830","154.2","6","26"
10074,"커피","커피,커피음료, 웨슬리커피드링크(남양유업㈜)","200","82","18","1.2","0.8"
10075,"커피","커피,커피음료, 프렌치카페모카초코(남양유업㈜)","200","106","17.6","2.8","2.8"
10076,"커피","커피,커피음료, 프렌치카페아이스(남양유업㈜)","200","44","10.6","0.2","0"
10077,"커피","커피,커피음료, 프렌치카페카페오레(남양유업㈜)","200","124","17.8","4.2","4.4"
10078,"커피","커피,커피음료, 프렌치카페카푸치노(남양유업㈜)","200","116","18","3.4","3.4"
10079,"커피","커피,커피음료, 프렌치카페헤즐넛(남양유업㈜)","200","88","17.8","1.6","1.4"
10080,"커피","콜라,다이어트콜라, 코카콜라라이트(M)(McDonald`s)","200","0","0","0","0"
10081,"커피","콜라,일반콜라, 코크(McDonald`s)","200","300","16.6","0","0"
10082,"커피","콜라,일반콜라, 콜라(롯데리아)","200","68","0","0","0"
10083,"커피","프렌치카페 아메리카노(남양유업)","200","110","28","0","0"
10084,"커피","프렌치카페 헤이즐넛향(남양유업)","200","110","28","0","0"
10085,"커피","현미차,현미차, 현미차(풀무원)","200","770","176","10.8","2.8"
10086,"커피","홍차,믹스, 네스티(한국네슬레)","200","800","198.8","0","0"
10087,"커피","홍차,믹스, 네스티녹차아이스티(한국네슬레)","200","760","190","0","0"
10088,"과일·채소류음료","17야채5과일","200","93","19.2","1.8","1"
10089,"과일·채소류음료","365 유기농아침 오렌지","200","180","40","4","0"
10090,"과일·채소류음료","365 유기농아침 토마토","200","160","38","2","0"
10091,"과일·채소류음료","V8 당근레몬","200","84.14","18.62","0.69","0.76"
10092,"과일·채소류음료","V8 야채주스","200","36.81","8.59","1.23","0"
10093,"과일·채소류음료","V8 토당주스","200","134","30","3","0.2"
10094,"과일·채소류음료","V8 토마토 레몬","200","60.69","14.48","0.69","0"
10095,"과일·채소류음료","V8 토마토 주스","200","32","7","1.5","0.4"
10096,"과일·채소류음료","at home 복숭아속살(대구경북능금음료가공공장)","200","140","36","0","0"
10097,"과일·채소류음료","at home 오렌지 100(남양유업)","200","180","44","2","0"
10098,"과일·채소류음료","at home 포도 100(남양유업)","200","240","60","0","0"
10099,"과일·채소류음료","간장,왜간장, 수출용진간장(샘표식품㈜)","5","3.1","0.31","0.47","0.02"
10100,"과일·채소류음료","간장,왜간장, 시온1급간장(시온식품㈜)","5","2.6","0.68","0","0"
10101,"과일·채소류음료","간장,왜간장, 양조간장501S(샘표식품㈜)","5","2.9","0.2","0.49","0.02"
10102,"과일·채소류음료","간장,왜간장, 양조간장701(샘표식품㈜)","5","3.75","0.38","0.53","0.01"
10103,"과일·채소류음료","간장,왜간장, 진간장S(샘표식품㈜)","5","2.5","0.3","0.31","0.01"
10104,"과일·채소류음료","간장,왜간장, 진간장금F3(샘표식품㈜)","5","2.5","0.17","0.42","0.01"
10105,"과일·채소류음료","간장,재래간장, 수출용국간장(샘표식품㈜)","5","2.5","0.22","0.38","0.01"
10106,"과일·채소류음료","갈아담은 유기농과일 아기꼬야 사과배(푸드웰)","200","100","24","0","0"
10107,"과일·채소류음료","갈아담은 유기농과일 아기꼬야 사과오렌지망고(푸드웰)","200","100","24","0","0"
10108,"과일·채소류음료","겨울철 아이들을 위한 건강한 습관 신기비책(한국야쿠르트)","200","80","24","0","0"
10109,"과일·채소류음료","고추장,일반고추장, 고추장(샘표식품㈜)","10","18","3.4","0.55","0.24"
10110,"과일·채소류음료","고추장,일반고추장, 고추장고기(㈜진주햄)","10","17.8","2.02","1.01","0.64"
10111,"과일·채소류음료","고추장,일반고추장, 고추장고기볶음(㈜진주햄)","10","20.7","1.44","1.1","1.15"
10112,"과일·채소류음료","고추장,일반고추장, 고추장볶음SET(풀무원)","10","23.2","3.25","0.71","0.83"
10113,"과일·채소류음료","고추장,일반고추장, 반찬용고추장(풀무원)","10","21","4.02","0.51","0.32"
10114,"과일·채소류음료","고추장,일반고추장, 반찬용유리고추장(풀무원)","10","21","4.02","0.51","0.32"
10115,"과일·채소류음료","고추장,일반고추장, 찌게용고추장(풀무원)","10","18.8","3.67","0.61","0.19"
10116,"과일·채소류음료","고추장,일반고추장, 찌게용유리고추장(풀무원)","10","18.8","3.67","0.61","0.19"
10117,"과일·채소류음료","고추장,일반고추장, 찹쌀맛고추장(대림수산㈜)","10","19.1","3.04","0.59","0.51"
10118,"과일·채소류음료","고추장,일반고추장, 초고추장(풀무원)","10","22.5","5.12","0.37","0.06"
10119,"과일·채소류음료","과수원 사과(남양유업)","200","136","34","0","0"
10120,"과일·채소류음료","남양 at home 망고(남양F&B)","200","150","38","0","0"
10121,"과일·채소류음료","남양 at home 매실(남양F&B)","200","140","36","0","0"
10122,"과일·채소류음료","남양 at home 복숭아속살(남양F&B)","200","140","36","0","0"
10123,"과일·채소류음료","남양 at home 사과(남양F&B)","200","176","44","0","0"
10124,"과일·채소류음료","남양 at home 알로에(남양F&B)","200","136","34","0","0"
10125,"과일·채소류음료","남양 at home 오렌지(남양F&B)","200","180","44","2","0"
10126,"과일·채소류음료","남양 at home 제주감귤(남양F&B)","200","140","36","0","0"
10127,"과일·채소류음료","남양 at home 토마토(남양F&B)","200","140","34","2","0"
10128,"과일·채소류음료","남양 at home 포도(남양F&B)","200","208","52","0","0"
10129,"과일·채소류음료","남양 알로에생(대구경북능금음료가공공장)","200","136","34","0","0"
10130,"과일·채소류음료","데일리업 식물혼합Ex엑스(대상㈜)","200","90","22","0","0"
10131,"과일·채소류음료","된장,개량식(양조된장), 된장(풀무원)","10","13.9","1.5","0.95","0.46"
10132,"과일·채소류음료","된장,개량식(양조된장), 양조된장(샘표식품㈜)","10","20","0.26","1.08","1.63"
10133,"과일·채소류음료","된장,개량식(양조된장), 유리병된장(풀무원)","10","13.9","1.5","0.95","0.46"
10134,"과일·채소류음료","된장,개량식(양조된장), 일반된장(대림수산㈜)","10","15.6","1.78","1.02","0.45"
10135,"과일·채소류음료","된장,개량식(양조된장), 찌개된장(대림수산㈜)","10","14.9","1.66","1.09","0.43"
10136,"과일·채소류음료","된장,개량식(양조된장), 콩된장(샘표식품㈜)","10","20.6","1.09","1.45","1.16"
10137,"과일·채소류음료","따옴 사과주스(서울에프앤비)","200","86.58","21.65","0","0"
10138,"과일·채소류음료","따옴 오렌지주스(서울에프앤비)","200","86.58","19.91","1.73","0.69"
10139,"과일·채소류음료","따옴 자몽주스(서울에프앤비)","200","78.6","19.21","0.87","0"
10140,"과일·채소류음료","따옴 퓨어 오렌지(아셉시스글로벌)","200","90.48","20","1.43","0.48"
10141,"과일·채소류음료","따옴 퓨어 포도(아셉시스글로벌)","200","112.99","26.37","0.56","0"
10142,"과일·채소류음료","딸기랑야채(자연과사람들)","200","99.61","23.91","0","0"
10143,"과일·채소류음료","롱앤키 생과일딸기(대상㈜)","200","150","36","2","0"
10144,"과일·채소류음료","롱앤키 케일(대상㈜)","200","80","20","2","0"
10145,"과일·채소류음료","리이브 사과","200","200","48","2","0"
10146,"과일·채소류음료","리이브 제주감귤","200","170","42","0","0"
10147,"과일·채소류음료","리이브 포도","200","210","50","2","0"
10148,"과일·채소류음료","마요네즈,마요네즈, 리본마요네즈(미원)","10","65.9","0.43","0.15","7.06"
10149,"과일·채소류음료","마요네즈,마요네즈, 마요네즈(동원산업)","10","70.7","0.25","0.11","7.69"
10150,"과일·채소류음료","마요네즈,마요네즈, 마요네즈(미원)","10","70.7","0.71","0.06","7.51"
10151,"과일·채소류음료","마요네즈,마요네즈, 마요네즈(신동방㈜)","10","71.2","0.14","0.1","7.94"
10152,"과일·채소류음료","마요네즈,마요네즈, 요후레시요고네즈(해표)","10","58.6","0.6","0.1","6.2"
10153,"과일·채소류음료","맘마밀 요미요미 유기농주스 사과배(매일유업㈜)","200","96","22.4","0.2","0"
10154,"과일·채소류음료","맘마밀 요미요미 유기농주스 사과배포도(매일유업㈜)","200","96","23.4","0.2","0"
10155,"과일·채소류음료","맘마밀 요미요미 유기농주스 종합과일(매일유업㈜)","200","96","23.2","0","0"
10156,"과일·채소류음료","망고스카시 오리지널","200","56.98","13.65","0.18","0.19"
10157,"과일·채소류음료","미닛메이드 프리미엄 오리지널 제주감귤플러스","200","84.68","20.26","0.28","0.28"
10158,"과일·채소류음료","미닛메이드 프리미엄 오리지널 포도 100플러스","200","99","23.63","0.3","0.36"
10159,"과일·채소류음료","볶음 및 탕 양념,볶음 및 탕 양념, 다담낙지볶음양념(제일제당(주))","15","30.9","6.51","0.75","0.3"
10160,"과일·채소류음료","볶음 및 탕 양념,볶음 및 탕 양념, 다담매운탕양념(제일제당(주))","15","21.6","4.41","0.64","0.24"
10161,"과일·채소류음료","볶음 및 탕 양념,볶음 및 탕 양념, 다담오징어볶음양념(제일제당(주))","15","32.4","6.74","0.84","0.34"
10162,"과일·채소류음료","볶음 및 탕 양념,볶음 및 탕 양념, 다담해물탕양념(제일제당(주))","15","29.1","6.41","0.62","0.27"
10163,"과일·채소류음료","비타골드키위(매일유업)","200","72","17.6","0","0"
10164,"과일·채소류음료","빅썬 배(자연과사람들)","200","95.24","23.81","0","0"
10165,"과일·채소류음료","빅썬 사과(자연과사람들)","200","95.24","23.81","0","0"
10166,"과일·채소류음료","빅썬 포도(자연과사람들)","200","95.24","23.81","0","0"
10167,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(김,계란맛)(한성기업(주))","100","429","46.6","16.8","19.5"
10168,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(녹황야채)(한성기업(주))","100","398","53.8","13.2","14.4"
10169,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(불고기맛)(한성기업(주))","100","380","59","14.2","9.7"
10170,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(새우맛)(한성기업(주))","100","374","47.5","19.5","11.8"
10171,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(피자맛)(한성기업(주))","100","382","64.8","11.2","8.7"
10172,"과일·채소류음료","뿌비또,뿌비또, 뿌비또(햄맛)(한성기업(주))","100","387","54.1","12.9","13.2"
10173,"과일·채소류음료","뿌요 파티파티 사과&제주당근(좋은영농조합법인)","200","110","28","0","0"
10174,"과일·채소류음료","뿌요 파티파티 제주감귤(좋은영농조합법인)","200","110","28","0","0"
10175,"과일·채소류음료","뿌요 파티파티 콩코드포도(좋은영농조합법인)","200","100","24","0","0"
10176,"과일·채소류음료","뿌요 파티파티 후레쉬파인애플(좋은영농조합법인)","200","100","26","0","0"
10177,"과일·채소류음료","쁘띠첼 미초 레몬유자(씨제이제일제당)","100","180","44","0","0"
10178,"과일·채소류음료","쁘띠첼 미초 블루베리(씨제이제일제당)","100","160","40","0","0"
10179,"과일·채소류음료","쁘띠첼 미초 청포도(씨제이제일제당)","100","180","44","0","0"
10180,"과일·채소류음료","쁘띠첼 워터젤리 포도(씨제이제일제당)","100","76.9","19.2","0","0"
10181,"과일·채소류음료","쁘띠첼스무디키위바나나(씨제이제일제당)","100","40.45","9.39","0.61","0.05"
10182,"과일·채소류음료","쁘띠첼스퀴즈오렌지(씨제이제일제당)","100","41.83","9.61","0.78","0.03"
10183,"과일·채소류음료","쁘띠첼스퀴즈오렌지크랜베리(씨제이제일제당)","100","42.75","9.82","0.8","0.03"
10184,"과일·채소류음료","사과나무","200","150","38","0","0"
10185,"과일·채소류음료","사과랑야채(자연과사람들)","200","99.5","23.88","1","0"
10186,"과일·채소류음료","상황을 품은 호박","200","80","20","0","0"
10187,"과일·채소류음료","샐러드 드레싱,사우전드아일랜드, 1000아일랜드드레싱(미원)","15","86.4","1.89","0.17","9.6"
10188,"과일·채소류음료","샐러드 드레싱,사우전드아일랜드, 1000아일랜드드레싱(신동방㈜)","15","52.8","1.54","0.05","5.28"
10189,"과일·채소류음료","석류(대상㈜)","200","110","26","0","0"
10190,"과일·채소류음료","소스류,덮밥소스, 닭고기덮밥소스(미원)","100","65","10","5.2","0.5"
10191,"과일·채소류음료","소스류,덮밥소스, 레또쇠고기덮밥소스(제일제당㈜)","100","65","8.5","3","2"
10192,"과일·채소류음료","소스류,덮밥소스, 쇠고기덮밥소스(미원)","100","76","8.7","5.7","2.1"
10193,"과일·채소류음료","소스류,덮밥소스, 앙코르불고기덮밥소스(동원산업)","100","63","6","5.5","1.5"
10194,"과일·채소류음료","소스류,덮밥소스, 앙코르해물버섯덮밥소스(동원산업)","100","80","7.5","4","4"
10195,"과일·채소류음료","소스류,돈까스소스, 돈까스소스(대상식품㈜)","100","118","27.2","1.9","0.2"
10196,"과일·채소류음료","소스류,머스터드소스, 허니머스타드(McDonald`s)","100","50","10.7","0","16.1"
10197,"과일·채소류음료","소스류,스테이크소스, 스테이크소스(대상식품㈜)","100","131","30.2","1.5","0.5"
10198,"과일·채소류음료","소스류,스파게티소스, 스파게티소스(미원)","100","94","11.4","2.1","4.4"
10199,"과일·채소류음료","소스류,옥소칠리맛소스, 옥소칠리맛소스(신동방㈜)","100","94","23.2","1.2","0"
10200,"과일·채소류음료","소스류,자장소스, 간짜장(미원)","100","106","13.9","2.7","4.4"
10201,"과일·채소류음료","소스류,자장소스, 꾸러기짜장(제일제당㈜)","100","105","10.7","4","1.3"
10202,"과일·채소류음료","소스류,자장소스, 레또쇠고기짜장(제일제당㈜)","100","108","11.5","7.5","3.5"
10203,"과일·채소류음료","소스류,자장소스, 레또유니짜장(제일제당㈜)","100","98","5.6","1.7","2.2"
10204,"과일·채소류음료","소스류,자장소스, 레또짜장(제일제당㈜)","100","185","12","3","3.5"
10205,"과일·채소류음료","소스류,자장소스, 쇠고기간짜장(미원)","100","108","14.2","3.3","4.2"
10206,"과일·채소류음료","소스류,자장소스, 쇠고기짜장(동원산업)","100","83","9.5","5.5","2.5"
10207,"과일·채소류음료","소스류,자장소스, 쇠고기짜장(제일제당㈜)","100","215","11.5","7.5","3.5"
10208,"과일·채소류음료","소스류,자장소스, 유니짜장(제일제당㈜)","100","195","11","3.5","4.5"
10209,"과일·채소류음료","소스류,피자소스, 피자소스(대상식품㈜)","100","148","30.7","1.8","2"
10210,"과일·채소류음료","스프류,라면스프, 맛보면스프(㈜빙그레)","100","112","21.8","6.3","0.4"
10211,"과일·채소류음료","스프류,라면스프, 즉석김치생라면스프(풀무원)","100","193","14.6","10.1","10.5"
10212,"과일·채소류음료","스프류,라면스프, 즉석소고기생라면스프(풀무원)","100","186","27.1","8","5.1"
10213,"과일·채소류음료","스프류,면스프, 냉동면냄비우동스프(풀무원)","100","10","0.9","0.4","0.6"
10214,"과일·채소류음료","스프류,면스프, 냉동면칼국수스프(풀무원)","100","10","2.1","0.3","1.2"
10215,"과일·채소류음료","스프류,면스프, 도토리비빔면스프(풀무원)","100","228","34.7","5","7.7"
10216,"과일·채소류음료","스프류,면스프, 메밀생면스프(풀무원)","100","31","0.6","7.2","0"
10217,"과일·채소류음료","스프류,면스프, 보리국수멸치맛스프(풀무원)","100","261","45.7","15.8","1.7"
10218,"과일·채소류음료","스프류,면스프, 보리국수사골맛스프(풀무원)","100","281","54","3.2","5.8"
10219,"과일·채소류음료","스프류,면스프, 보리국수육계장스프(풀무원)","100","300","47.3","13.9","6.3"
10220,"과일·채소류음료","스프류,면스프, 샐러드면스프(풀무원)","100","118","26.8","1.5","0.5"
10221,"과일·채소류음료","스프류,면스프, 즉석생우동스프(풀무원)","100","90","18.9","2.9","0.4"
10222,"과일·채소류음료","스프류,면스프, 짜장생면스프(풀무원)","100","34","0.5","2.6","2.4"
10223,"과일·채소류음료","스프류,쇠고기수프, 쇠고기수프(미원)","100","406","68.3","10.5","10.1"
10224,"과일·채소류음료","스프류,야채수프, 야채수프(미원)","100","399","71.5","7.7","9.1"
10225,"과일·채소류음료","썬몬드 건강담은 블랙빈 토마토","200","105.6","23.4","1.2","1.2"
10226,"과일·채소류음료","썬몬드 건강담은 블루베리에이드","200","94.4","23.4","0","0"
10227,"과일·채소류음료","썬몬드 건강담은 한라봉","200","116.6","27.8","0","0.6"
10228,"과일·채소류음료","썬업 과일야채샐러드 녹황","200","93.5","23.1","0","0"
10229,"과일·채소류음료","썬업 과일야채샐러드 레드","200","93.59","24.22","0","0"
10230,"과일·채소류음료","썬업 과일야채샐러드 퍼플","200","93.5","23.1","0","0"
10231,"과일·채소류음료","썬업 사과","200","105.2","26.58","0","0"
10232,"과일·채소류음료","썬업 오렌지","200","110.74","27.68","1.11","0"
10233,"과일·채소류음료","썬업리치 사과","200","91.48","22.87","0","0"
10234,"과일·채소류음료","썬업리치 오렌지","200","100.15","21.85","1.82","0"
10235,"과일·채소류음료","썬업리치 자몽","200","76.65","18.94","0.87","0"
10236,"과일·채소류음료","썬업리치 제주감귤","200","100.43","24.65","0","0"
10237,"과일·채소류음료","썬업리치 파인애플","200","109.57","26.48","0","0"
10238,"과일·채소류음료","썬업리치 포도","200","128.8","31.28","0","0"
10239,"과일·채소류음료","썬업클래식 오렌지","200","104.7","23.27","0","0"
10240,"과일·채소류음료","아람드리 감귤","200","159.42","40.58","0","0"
10241,"과일·채소류음료","아람드리 딸기","200","159.42","40.58","0","0"
10242,"과일·채소류음료","아람드리 사과","200","80","20","0","0"
10243,"과일·채소류음료","아람드리 유자","200","110","28","0","0"
10244,"과일·채소류음료","아람드리 자두","200","100","24","0","0"
10245,"과일·채소류음료","아람드리 천도복숭아","200","159.42","40.58","0","0"
10246,"과일·채소류음료","아람드리 토마토","200","80","20","0","0"
10247,"과일·채소류음료","아람드리 포도","200","80","20","0","0"
10248,"과일·채소류음료","아이시안 블루베리(대구테크노파크부설바이오산업지원센터)","200","108.4","26.6","0","0"
10249,"과일·채소류음료","아침에주스 마스터블랜딩 아사이베리&아로니아","200","190","46","0","2"
10250,"과일·채소류음료","아침에주스 마스터블랜딩 애플망고&구아바","200","180","42","2","0"
10251,"과일·채소류음료","아침에주스 사과","200","210","52","0","0"
